name,amount,disregarded
hexadecanol,1,false
5-deoxy-D-ribulose 1-phosphate,1,false
[reduced flavodoxin],1,false
"2-endo-hydroxy-1,8-cineole",1,false
[oxidized flavodoxin],1,false
D-galactopyranose,1,false
an Nomega--[protein]-L-arginine,1,false
agaritine,1,false
4-hydroxymethylphenylhydrazine,1,false
gamma-L-glutamyl-acceptor,1,false
"L-threo-7,8-dihydrobiopterin",1,false
L-threo-tetrahydrobiopterin,1,false
maleimide,1,false
maleamic acid,1,false
DNA containing cytosine,1,false
DNA containing 5-methylcytosine,1,false
alpha-D-glucosyl-lipopolysaccharide,1,false
an N-terminal-L-alanyl-[protein],1,false
an N-terminal-Nalpha-acetyl-L-alanyl-[protein],1,false
an N-terminal-L-cysteinyl-[protein],1,false
an N-terminal-Nalpha-acetyl-L-cysteinyl-[protein],1,false
an N-terminal-Nalpha-acetyl-glycyl-[protein],1,false
an N-terminal-L-seryl-[protein],1,false
an N-terminal-Nalpha-acetyl-L-seryl-[protein],1,false
an N-terminal-L-threonyl-[protein],1,false
an N-terminal-Nalpha-acetyl-L-threonyl-[protein],1,false
an N-terminal-L-valyl-[protein],1,false
an N-terminal-Nalpha-acetyl-L-valyl-[protein],1,false
dihydrochanoclavine-I aldehyde,1,false
D-glucarate,1,false
cyclopentanol,1,false
glycosaminoglycan,1,false
D-galactosylglycosaminoglycan,1,false
an N-D-glucosylarylamine,1,false
6-methylpretetramide,1,false
guanine9 in tRNA,1,false
N1-methylguanine9 in tRNA,1,false
D-arabinonate,1,false
peptide-L-aspartate,1,false
peptide-3-hydroxy-L-aspartate,1,false
-farnesoate,1,false
juvenile-hormone-III carboxylate,1,false
1-alkyl-sn-glycero-3-phosphate,1,false
L-palmitoylcarnitine,1,false
caffeine,1,false
18-hydroxyoleoyl-CoA,1,false
18-hydroxylinoleoyl-CoA,1,false
ethylnitronate,1,false
other products,1,false
4-de-4-oxoanhydrotetracycline,1,false
an N-acyl-L-homoserine,1,false
4 FAD,1,false
4 FADH2,1,false
N-acyl-D-amino acid,1,false
D-amino acid,1,false
"5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline",1,false
"5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline",1,false
docosahexaenoate,1,false
22-hydroxydocosahexaenoate,1,false
"5a,11a-dehydrooxytetracycline",1,false
3-maleylpyruvate,1,false
An aldehyde,1,false
3beta-hydroxyandrost-5-en-17-one 3-sulfate,1,false
sulfate-[sulfate-binding protein][side 1],1,false
sulfate[side 2],1,false
[sulfate-binding protein][side 1],1,false
"cis-1,2-dihydro-3-ethylcatechol",1,false
3-ethylcatechol,1,false
an [amino group carrier protein]-C-terminal-L-glutamate,1,false
an [amino group carrier protein]-C-terminal-N-,1,false
a (2R)-2-hydroxy-Cn-long-chain fatty acyl-CoA,1,false
a Cn-1-long-chain fatty aldehyde,1,false
a 2-hydroxy-3-methyl-Cn-fatty-acyl-CoA,1,false
a 2-methyl-branched Cn-1-fatty aldehyde,1,false
2-hydroxymalonate,1,false
sinapoyltartronate,1,false
a C21-steroid,1,false
a 17alpha-hydroxy-C21-steroid,1,false
2-hydroxy-2--one,1,false
2-hydroxy-2-,1,false
(-)-sabinene,1,false
cis-4-hydroxy-L-proline,1,false
7-hydroxydodecanoate,1,false
O-feruloylquinate,1,false
"2 3,4-dihydroxyphenylpyruvate",1,false
(R)-benzoin,1,false
2 1-O-sinapoyl-beta-D-glucose,1,false
"1,2-bis-O-sinapoyl-beta-D-glucose",1,false
omega-hydroxyphylloquinone,1,false
a tRNA with a 3' cytidine end,1,false
2 CTP,1,false
a tRNA with a 3' cytidine,1,false
a very-long-chain fatty acyl-CoA,1,false
a very-long-chain ceramide,1,false
"1,5-anhydro-D-mannitol",1,false
oxidized coenzyme F420-0,1,false
dehydro coenzyme F420-0,1,false
3''-O-acetyl-ADP-D-ribose,1,false
kaempferide,1,false
3-hydroxyaminophenol,1,false
aminohydroquinone,1,false
hydroquinone-O-beta-D-glucopyranoside,1,false
2-O-caffeoylglucarate,1,false
a galactosylceramide,1,false
a galactosylceramidesulfate,1,false
a D-galactosyl-N-acylsphingosine,1,false
pimeloyl-CoA,1,false
6-carboxyhex-2-enoyl-CoA,1,false
3-alpha-D-galactosyl-[lipopolysaccharide glucose],1,false
sanguinarine,1,false
macarpine,1,false
chelirubine,1,false
a 2'-deoxyribonucleoside 3'-phosphate,1,false
"cis-1,2-dihydroxy-1,2-dihydrodibenzothiophene",1,false
"1,2-dihydroxydibenzothiophene",1,false
protein L-isoaspartate,1,false
protein L-isoaspartate alpha-methyl ester,1,false
"cis-4,5-dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate",1,false
a cyclic alcohol,1,false
a cyclic ketone,1,false
"3D-3,5/4-trihydroxycyclohexa-1,2-dione",1,false
-dihydroartemisinic aldehyde,1,false
reduced riboflavin,1,false
"4,4'-diapolycopene-4,4'-dial",1,false
"4,4'-diapolycopene-4,4'-dioate",1,false
"4,4'-diapolycopen-4-al",1,false
"4,4'-diapolycopen-4-oate",1,false
nitrate-[nitrate-binding protein][side 1],1,false
nitrate[side 2],1,false
[nitrate-binding protein][side 1],1,false
20-hydroxyecdysone,1,false
a -2-alkyl-3-hydroxyalkanoate,1,false
butachlor,1,false
2-chloro-N-acetamide,1,false
butyl formate,1,false
rhodopsin,1,false
phosphorhodopsin,1,false
6-phospho-beta-D-glucosyl--D-glucose,1,false
11a-hydroxytetracycline,1,false
a linoleate-containing triacyl-sn-glycerol,1,false
an ultra-long-chain omega-hydroxyceramide,1,false
a diacyl-sn-glycerol,1,false
a linoleate-esterified acylceramide,1,false
L-prolyl-[peptidyl-carrier protein],1,false
2 electron-transfer flavoprotein,1,false
1H-pyrrole-2-carbonyl-[peptidyl-carrier protein],1,false
2 reduced electron-transfer flavoprotein,1,false
estrone 3-sulfate,1,false
methyl -farnesoate,1,false
acetylene,1,false
an N-terminal L-methionyl-L-asparaginyl-[protein],1,false
an N-terminal Nalpha-acetyl-L-methionyl-L-asparaginyl-[protein],1,false
an N-terminal L-methionyl-L-glutaminyl-[protein],1,false
an N-terminal Nalpha-acetyl-L-methionyl-L-glutaminyl-[protein],1,false
an N-terminal L-methionyl-L-aspartyl-[protein],1,false
an N-terminal Nalpha-acetyl-L-methionyl-L-aspartyl-[protein],1,false
an N-terminal L-methionyl-L-glutamyl-[protein],1,false
an N-terminal Nalpha-acetyl-L-methionyl-L-glutamyl-[protein],1,false
2'-O-methylisoliquiritigenin,1,false
N-terminal L-glutaminyl-[protein],1,false
(3S)-linalool,1,false
"L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptanedioate",1,false
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2 6-diaminoheptanedioate,1,false
5-Dehydro-4-deoxy-D-glucarate,1,false
a 5'-phosphopolynucleotide,1,false
glutamyl-tRNAGlx,1,false
L-glutamyl-tRNAGlx,1,false
(S)-2-hydroxymethylglutarate,1,false
N-methyl-2-oxoglutaramate,1,false
sabinene hydrate,1,false
"1D-myo-inositol 1,4-bisphosphate",1,false
1D-myo-inositol 4-phosphate,1,false
gamma-butyrobetainyl-CoA,1,false
crotonobetainyl-CoA,1,false
1-tuberculosinyladenosine,1,false
-isotuberculosinol,1,false
3'-phosphoadenylyl-sulfate,1,false
12-hydroxyjasmonate,1,false
12-sulfooxyjasmonate,1,false
GDP-D-glycero-alpha-D-manno-heptose,1,false
styrene oxide,1,false
N-[(3S)-3-amino-3-carboxypropyl]-D-histidine,1,false
4'-hydroxyfenbendazole,1,false
O-alkylglycerone,1,false
O-alkylglycerone phosphate,1,false
"2,3-dihydroxyindole",1,false
N-terminal L-asparaginyl-[protein],1,false
"3--cis,cis-muconate",1,false
A phthalylamide,1,false
phthalic acid,1,false
a substituted amine,1,false
"3-hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone",1,false
oxidized dithiothreitol,1,false
"2,3-epoxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone",1,false
"1,4-dithiothreitol",1,false
[protein]-3-O--L-theronine,1,false
"D-xylono-1,4-lactone 5-phosphate",1,false
5-phospho-D-xylonate,1,false
"L-arabino-1,4-lactone 5-phosphate",1,false
5-phospho-L-arabinate,1,false
Renilla luciferin,1,false
luciferyl sulfate,1,false
(S)-benzoin,1,false
5 (S)-methylmalonyl-CoA,1,false
22 NADPH,1,false
22 H+,1,false
a mycoketide-CoA,1,false
22 NADP+,1,false
11 H2O,1,false
17-O-acetylajmaline,1,false
ajmaline,1,false
norajmaline,1,false
"dTDP-4-acetamido-4,6-dideoxy-alpha-D-glucose",1,false
vitexin 2''-O-beta-L-rhamnoside,1,false
7-O-methylvitexin 2''-O-beta-L-rhamnoside,1,false
"3,5,7,3',4'-pentahydroxyflavone",1,false
"3-methoxy-5,7,3',4'-tetrahydroxyflavone",1,false
"2,5-dioxopiperazine",1,false
glycylglycine,1,false
D-Xylulose 5-phosphate,1,false
oleandomycin,1,false
oleandomycin 2'-O-phosphate,1,false
ceramide phosphate,1,false
"3,4-dihydroxyphenylpyruvate",1,false
1-pyrroline,1,false
a pyranoside,1,false
a pyranosid-3-ulose,1,false
a pyranose,1,false
a pyranos-2-ulose,1,false
a 3-oxodecanoyl-[acyl-carrier protein],1,false
butane,1,false
4-hydroxycoumarin,1,false
hydroxyalbendazole,1,false
Latia luciferin,1,false
oxidized Latia luciferin,1,false
cobalt-factor II,1,false
Oplophorus luciferin,1,false
oxidized Oplophorus luciferin,1,false
"ent-pimara-8(14),15-diene",1,false
ADP-D-glycero-beta-D-manno-heptose,1,false
an N-acetylarylamine,1,false
CDP-alpha-D-tyvelose,1,false
alpha-maltose 6'-phosphate,1,false
4-[carbonyl]benzoate,1,false
ethylene glycol,1,false
"L-3,5,3'-triiodothyronine",1,false
"3-[4--3,5-diiodophenyl]-2-oxopropanoate",1,false
"N3-fumaroyl-L-2,3-diaminopropanoate",1,false
L-pyrrolysine,1,false
tRNAPyl,1,false
L-pyrrolysyl-tRNAPyl,1,false
apigenin,1,false
acacetin,1,false
gentamicin C,1,false
N3-acetylgentamicin C,1,false
"2,3-dioxopropyl phosphate",1,false
kanamycin-B,1,false
N6'-acetylkanamycin-B,1,false
a 7-hydroxyisoflavone,1,false
a 7-methoxyisoflavone,1,false
D-erythro-3-hydroxyaspartate,1,false
hexanoyl-CoA,1,false
hesperidin,1,false
hesperetin,1,false
rutinose,1,false
tylosin,1,false
a 1-acyl-2-[(7Z)-hexadec-7-enoyl]-[glycerolipid],1,false
"ent-pimara-9(11),15-diene",1,false
bacilysin,1,false
8-oxo-GTP,1,false
8-oxo-GDP,1,false
L-dihydroanticapsin,1,false
erythro-4-hydroxy-L-glutamate,1,false
(4R)-4-hydroxy-2-oxoglutarate,1,false
N-acetyl-alpha-D-galactosamine,1,false
4-guanidinobutanamide,1,false
Monomethyl sulfate,1,false
3 (S)-methylmalonyl-CoA,1,false
holo-[mycolipanoate synthase],1,false
mycolipanoyl-[mycolipanoate synthase],1,false
drimenol,1,false
drimendiol,1,false
sulfoacetyl-CoA,1,false
"4-hydroxy-3,5-diiodophenylpyruvate",1,false
a 1-acyl-2-[(3E)-hexadec-3-enoyl]-[glycerolipid],1,false
3-aci-nitropropanoate,1,false
4-O-beta-D-glucopyranosyl-D-mannose,1,false
N-acyl-D-glucosamine,1,false
a hydroxyepoxyicosatrienoate,1,false
an acylphosphate,1,false
an L-arginyl-L-amino acid,1,false
adenine58 in tRNA,1,false
N1-methyladenine58 in tRNA,1,false
5-enolpyruvoyl-6-hydroxy-2-succinylcyclohex-3-ene-1-carboxylate,1,false
"-icosa-8,11,14-trienoyl-CoA",1,false
neurosporaxanthin,1,false
a sterol 3-beta-D-glucoside,1,false
(2S)-methylsuccinyl-CoA,1,false
5-hydroxyectoine,1,false
fenbendazole S-oxide,1,false
methyl-ONN-azoxymethanol,1,false
cycasin,1,false
terpinolene,1,false
fumigaclavine B,1,false
6--1-phosphatidyl-1D-myo-inositol,1,false
(4S)-4-hydroxy-2-oxoglutarate,1,false
gibberellin 20,1,false
capsanthin,1,false
capsorubin,1,false
[glycine cleavage system H]-N6-octanoyl-L-lysine,1,false
a [lipoyl-carrier protein]-N6-octanoyl-L-lysine,1,false
N1-methyladenine in mRNA,1,false
an aliphatic glucosinolate,1,false
geranyl phosphate,1,false
salicyl alcohol,1,false
salicin,1,false
coniferyl acetate,1,false
ent-sandaracopimaradiene,1,false
(RS)-linalool,1,false
dimethylsulfoxide,1,false
deoxy-5-methylcytidylate,1,false
6-,1,false
"cyclohex-1,5-diene-1-carbonyl-CoA",1,false
an ultra-long-chain di-unsaturated acyl-[acyl-carrier protein],1,false
an ultra-long-chain di-unsaturated 3-oxo-fatty acyl-[acyl-carrier protein],1,false
formylmethanofuran,1,false
methanofuran,1,false
(+)-alpha-terpineol,1,false
"3,3'-di-O-methyl-4alpha-mannobiose",1,false
"1,3,3'-tri-O-methyl-4alpha-mannobiose",1,false
a D-threo-aldose,1,false
"a D-threo-aldono-1,5-lactone",1,false
tRNA containing N6-methyladenine,1,false
"-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate",1,false
D-Mannose,1,false
N-methylaniline,1,false
3 AMP,1,false
N-[L-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine,1,false
oligopeptide-[oligopeptide-binding protein][side 1],1,false
oligopeptide[side 2],1,false
[oligopeptide-binding protein][side 1],1,false
but-2-enoyl-CoA,1,false
"meso-2,6-Diaminoheptanedioate",1,false
phenazine-1-carboxylate,1,false
an anthocyanidin 5-O-beta-D-glucoside 3-O-beta-D-sambubioside,1,false
N-demethylindolmycin,1,false
indolmycin,1,false
"3-methyl-1,3-dihydroindol-2-one",1,false
"3-methylene-1,3-dihydro-2H-indol-2-one",1,false
trimetaphosphate,1,false
10-desacetyltaxuyunnanin C,1,false
taxuyunnanin C,1,false
[elongator tRNAMet]-cytidine34,1,false
[elongator tRNAMet]-N4-acetylcytidine34,1,false
S-adenosyl-4-,1,false
a CDP-diacylglycerol,1,false
a phosphatidylglycerol,1,false
a cardiolipin,1,false
polypeptide,1,false
unfolded polypeptide,1,false
deoxybrevianamide E,1,false
(3Z)-6-oxohex-3-enoyl-CoA,1,false
benzoylagmatine,1,false
a [lipoyl-carrier protein]-N6-[(R)-dihydrolipoyl]-L-lysine,1,false
1D-4-O-methyl-myo-inositol,1,false
corticosterone,1,false
18-hydroxycorticosterone,1,false
all-trans-retinol-[cellular-retinol-binding-protein],1,false
all-trans-retinal-[cellular-retinol-binding-protein],1,false
2 (+)-bisdechlorogeodin,1,false
penicillin G,1,false
Carnitine,1,false
2-methylcholine,1,false
D-apiofuranose,1,false
an aryl dialkyl phosphate,1,false
dialkyl phosphate,1,false
an aryl alcohol,1,false
acylglycerol,1,false
acyl-sn-glycerol 3-phosphate,1,false
4 Cu+,1,false
4 Cu2+,1,false
blasticidin S,1,false
deaminohydroxyblasticidin S,1,false
"2,4'-dihydroxyacetophenone",1,false
L-3-aminobutyryl-CoA,1,false
crotonoyl-CoA,1,false
a phosphatidylserine,1,false
a 2-acyl-1-lyso-phosphatidylserine,1,false
a 1-acyl-2-lyso-phosphatidylserine,1,false
glycerophosphoserine,1,false
2-nitrophenol,1,false
pimeloyl-[acyl-carrier protein] methyl ester,1,false
dammarenediol II,1,false
2 amicyanin,1,false
2 reduced amicyanin,1,false
"1D-myo-inositol 1,2-cyclic phosphate",1,false
isatin,1,false
isatinate,1,false
L-4-aspartyl phosphate,1,false
torulene,1,false
5-hydroxypyrrole-2-carboxylate,1,false
"2 alpha,alpha-trehalose 6-mycolate",1,false
"alpha,alpha-trehalose 6,6'-bismycolate",1,false
2-oxosuccinamate,1,false
an amino acid,1,false
3-hydroxy-L-phenylalanine,1,false
2 caldariellaquinol,1,false
2 caldariellaquinone,1,false
O-carbamoyl-L-serine,1,false
3-nitropropanoate,1,false
3-nitroacrylate,1,false
1-O-alkyl-sn-glycerol 3-phosphate,1,false
thiocarboxy-[sulfur-carrier protein ThiS],1,false
protodioscin,1,false
26-deglucoprotodioscin,1,false
homocystine,1,false
2 homocysteine,1,false
D-glycero-alpha-D-manno-heptose 7-phosphate,1,false
guanine2445 in 23S rRNA,1,false
N2-methylguanine2445 in 23S rRNA,1,false
D-erythritol 4-phosphate,1,false
a steroid,1,false
UDP-alpha-D-glucosamine,1,false
UDP-alpha-D-galactosamine,1,false
actinomycin,1,false
actinomycinic monolactone,1,false
1-alkenylglycerophosphoethanolamine,1,false
1-alkenyl-2-acylglycerophosphoethanolamine,1,false
n oxidized hemoprotein,1,false
n reduced hemoprotein,1,false
"2,3-diaminopropanoate",1,false
7alpha-hydroxycholesterol,1,false
"-2-amino-4,5,6-trihydroxyhex-2-enoate",1,false
"-4,5,6-trihydroxy-2-iminohexanoate",1,false
RCH2NHR',1,false
R'NH2,1,false
"adenosine 3',5'-cyclic phosphate",1,false
N-methylanthraniloyl-CoA,1,false
"1,3-dihydroxy-N-methylacridone",1,false
"an -octadeca-8,10,12-trienoyl-[glycerolipid]",1,false
arabidiol,1,false
[cysteine desulfurase]-S-sulfanyl-L-cysteine,1,false
[molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH2-C,1,false
5'-adenylyl sulfate,1,false
guanine1835 in 23S rRNA,1,false
N2-methylguanine1835 in 23S rRNA,1,false
benzylsuccinate,1,false
"5-methyl-5,6,7,8-tetrahydromethanopterin",1,false
2 Na+/in,1,false
2-ethane-1-sulfonate,1,false
2 Na+/out,1,false
reduced flavin,1,false
flavin,1,false
"1,5-anhydro-D-glucitol",1,false
beta-L-arabinofuranosyl--beta-L-arabinofuranose,1,false
2 beta-L-arabinofuranose,1,false
(5R)-albaflavenol,1,false
(+)-epi-isozizaene,1,false
4 reduced [2Fe-2S] ferredoxin,1,false
4 oxidized [2Fe-2S] ferredoxin,1,false
(5S)-albaflavenol,1,false
"2,4-diacetamido-2,4,6-trideoxy-D-mannopyranose",1,false
phosphate a kinesin associated with a microtubule at position n+1,1,false
beta-phellandrene,1,false
D-glycero-beta-D-manno-heptose 7-phosphate,1,false
testolate,1,false
3-O-alpha-D-glucopyranosyl-D-glucopyranose,1,false
guanine1207 in 16S rRNA,1,false
N2-methylguanine1207 in 16S rRNA,1,false
pppA2'p5'A2'p5'A,1,false
triacetate lactone,1,false
triacetate,1,false
kievitone hydrate,1,false
kievitone,1,false
benzoyl-S-CoA,1,false
"a [pre-mRNA fragment]-adenosine-2',3'-cyclophosphate",1,false
"a [pre-mRNA fragment]- adenosine-2',3'-cyclophosphate",1,false
a [pre-mRNAfragment]-3'-adenosine-3'-phosphate,1,false
a [pre-mRNA fragment]-3'-adenosine-3'-phosphate,1,false
L-tyrosine methyl ester,1,false
L-tyrosine methyl ester 4-sulfate,1,false
3 2-oxoglutarate,1,false
3 succinate,1,false
3 formaldehyde,1,false
1-palmitoylglycerol 3-phosphate,1,false
palmitoylglycerone phosphate,1,false
"3,4-dihydroxy-5-all-trans-polyprenylbenzoate",1,false
3-methoxy-4-hydroxy-5-all-trans-polyprenylbenzoate,1,false
pentalenolactone,1,false
2-amino-4-hydroxypteridine,1,false
"2-amino-4,7-dihydroxypteridine",1,false
myo-inositol phosphate,1,false
4n H+,1,false
long-chain-acyl-CoA,1,false
n CoA,1,false
n CO2,1,false
2n NADP+,1,false
an alkyl sulfate,1,false
1-arsono-3-phospho-D-glycerate,1,false
UDP-alpha-D-apiose,1,false
apigenin 7-O-beta-D-glucoside,1,false
apigenin 7-O-[beta-D-apiosyl--beta-D-glucoside],1,false
3-Oxalomalate,1,false
1-dehydro-L-sorbose,1,false
10-deoxymethynolide,1,false
N6-methyl-L-lysine,1,false
D-hexose 6-phosphate,1,false
D-Galactose 6-phosphate,1,false
icosanoyl-CoA,1,false
(Z)-icos-5-enoyl-CoA,1,false
(4Z)-hexadec-4-enoyl-[acyl-carrier protein],1,false
4-nitrocatechol,1,false
limonoate D-ring-lactone,1,false
limonoate,1,false
4a-hydroxytetrahydrobiopterin,1,false
"6,7-dihydrobiopterin",1,false
4-Maleylacetoacetate,1,false
L-rhamnulose 1-phosphate,1,false
"3,4-dihydroxyphenylacetaldehyde",1,false
RX,1,false
HX,1,false
R-S-glutathione,1,false
RCH2NH2,1,false
"an N,N-dimethyl-N'-phenylurea compound",1,false
an N-methyl-N'-phenylurea compound,1,false
liquiritigenin,1,false
(2S)-naringenin,1,false
guanine966 in 16S rRNA,1,false
N2-methylguanine966 in 16S rRNA,1,false
alpha-linolenoyl-[glycerolipid],1,false
coniferonoyl-[glycerolipid],1,false
pinolenoyl-[glycerolipid],1,false
dTDP-D-desosamine,1,false
nonpolar amino acid-[nonpolar amino acid-binding protein][side 1],1,false
nonpolar amino acid[side 2],1,false
[nonpolar amino acid-binding protein][side 1],1,false
"3',5'-cyclic CMP",1,false
2 menaquinol,1,false
2 menaquinone,1,false
"7,8-dihydrofolate",1,false
a ferricytochrome,1,false
a ferrocytochrome,1,false
gamma-humulene,1,false
"alpha-D-ribose 1,2-cyclic phosphate 5-phosphate",1,false
"beta-D-fructofuranose 1,6-bisphosphate",1,false
"L-3,4-dihydroxybutan-2-one 4-phosphate",1,false
a cerebroside 3-sulfate,1,false
a cerebroside,1,false
L-erythro-3-hydroxy-aspartate,1,false
"-9-hydroperoxy-10,12-octadecadienoate",1,false
"5,3'-dihydroxy-3,7,4'-trimethoxyflavone",1,false
4-hydroxy-2-oxoglutarate,1,false
a plasmanylethanolamine,1,false
a plasmenylethanolamine,1,false
"cis,cis-muconate",1,false
a [sulfatase]-L-serine,1,false
angiotensin II,1,false
angiotensin-,1,false
"5,6,3',4'-tetrahydroxy-3,7-dimethoxyflavone",1,false
"5,3',4'-trihydroxy-3,6,7-trimethoxyflavone",1,false
2 UDP-glucose,1,false
2 UDP,1,false
zeaxanthin bis,1,false
2 glyphosate,1,false
2 aminomethylphosphonate,1,false
O-succinyl-L-homoserine,1,false
"L-xylo-hex-2-ulono-1,4-lactone",1,false
protein Ntau-methyl-L-histidine,1,false
guanine527 in 16S rRNA,1,false
N7-methylguanine527 in 16S rRNA,1,false
7-,1,false
"5,6beta-epoxy-5beta-cholestan-3beta-ol",1,false
"5,6alpha-epoxy-5alpha-cholestan-3beta-ol",1,false
lupanine,1,false
17-hydroxylupanine,1,false
an N-acyl-aliphatic-L-amino acid,1,false
an aliphatic L-amino acid,1,false
phospholipid,1,false
lysophospholipid,1,false
dihydrocoumarin,1,false
melilotate,1,false
cocaine,1,false
3-Maleylpyruvate,1,false
"lupan-3beta,20-diol",1,false
2-deoxy-D-glucose 6-phosphate,1,false
2 oxidized plastocyanin,1,false
2 reduced plastocyanin,1,false
"5,7-diacetamido-3,5,7 9-tetradeoxy-L-glycero-alpha-L-manno-2-nonulopyranosonic acid",1,false
"CMP-5,7-diacetamido-3,5,7 9-tetradeoxy-L-glycero-alpha-L-manno-2-nonulopyranosonic acid",1,false
glucuronoxylan D-glucuronate,1,false
glucuronoxylan 4-O-methyl-D-glucuronate,1,false
an aliphatic aldoxime,1,false
an aliphatic nitrile,1,false
"3,4-dihydroxyphthalate",1,false
Glc3Man9GlcNAc2-[protein],1,false
"(3S)-1,2-diazinane-3-carboxylate",1,false
"CMP-N,N'-diacetyllegionaminate",1,false
thermospermine,1,false
2-acylglycerol,1,false
DNA cytosine,1,false
DNA N4-methylcytosine,1,false
2 a thiol,1,false
a disulfide,1,false
ubiquitin,1,false
(S)-4-Hydroxymandelonitrile,1,false
cortisol 21-sulfate,1,false
1-hexacosanoyl-2-acyl-[phosphoglycerolipid],1,false
1-[-hexacos-17-enoyl]-2-acyl-[phosphoglycerolipid],1,false
1-tetracosanoyl-2-acyl-[phosphoglycerolipid],1,false
1-[-tetracos-15-enoyl]-2-acyl-[phosphoglycerolipid],1,false
4-amino-2-methyl-5-,1,false
(E)-4-coumaroyl-CoA,1,false
avenanthramide A,1,false
(E)-caffeoyl-CoA,1,false
avenanthramide C,1,false
threo-3-hydroxy-L-aspartate,1,false
7-isopropyl-4-methyloxepan-2-one,1,false
"6-hydroxy-3,7-dimethyloctanoate",1,false
6-hydroxy-3-isopropenylheptanoate,1,false
demethoxycurcumin,1,false
novamethymycin,1,false
pikromycin,1,false
novapikromyin,1,false
methymycin,1,false
neomethymycin,1,false
neopikromycin,1,false
[molybdopterin-synthase sulfur-carrier protein]-Gly-Gly,1,false
N-methylanthranilate,1,false
an N-methyl-L-amino acid,1,false
sulcatol,1,false
sulcatone,1,false
[tyrosine-3-monooxygenase],1,false
phospho-[tyrosine-3-monooxygenase],1,false
Phaseollidin hydrate,1,false
phaseollidin,1,false
O4-succinyl-L-homoserine,1,false
N-alkylglycine,1,false
glyoxalate,1,false
S-ubiquitinyl-[N-terminal E2 ubiquitin-conjugating E2 enzyme]-L-cysteine,1,false
N-ubiquitinyl-[acceptor protein]-N-terminal amino acid,1,false
S-ubiquitinyl-[N-terminal ubiquitin-conjugating enzyme]-L-cysteine,1,false
N-terminal-ubiquitinyl-[acceptor protein],1,false
"5,7,3',4'-tetrahydroxy-3-methoxyflavone",1,false
[myosin heavy-chain],1,false
[myosin heavy-chain] phosphate,1,false
uracil 5-carboxylate,1,false
20-oxo-5-O-beta-mycaminosyltylactone,1,false
5-O-beta-mycaminosyltylonolide,1,false
GDP-beta-L-gulose,1,false
"1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol",1,false
1D-1-guanidino-1-deoxy-3-dehydro-scyllo-inositol,1,false
mitochondrial-protein[side 1],1,false
mitochondrial-protein[side 2],1,false
a 4'-hydroxyflavanone,1,false
a 4'-methoxyflavanone,1,false
guanine1516 in 16S rRNA,1,false
N2-methylguanine1516 in 16S rRNA,1,false
N5-acyl-L-ornithine ester,1,false
N5-acyl-L-ornithine,1,false
"alpha-D-glucopyranosyl-diphospho-ditrans,octacis-undecaprenol",1,false
5 isopentenyl diphosphate,1,false
5 diphosphate,1,false
"2,4-diacetamido-2,4,6-trideoxy-alpha-D-mannopyranose",1,false
N7-methyl-GMP,1,false
N7-methyl-guanosine,1,false
3-Guanidinopropanoate,1,false
a 4-O-methyl-D-glucopyranuronate ester,1,false
4-O-methyl-D-glucuronic acid,1,false
Cypridina luciferin,1,false
oxidized Cypridina luciferin,1,false
alpha-isomaltosyl--isomaltose,1,false
cyclobis--alpha-nigerosyl,1,false
"-labda-7,13-dien-15-ol",1,false
5-guanidino-3-methyl-2-oxopentanoate,1,false
longifolene,1,false
16alpha-Hydroxyprogesterone,1,false
"16,17-didehydroprogesterone",1,false
"(R)-3,5-bisphosphomevalonate",1,false
clavaminate,1,false
deoxyamidinoproclavaminate,1,false
miltiradiene,1,false
ArCH2NH2,1,false
2 azurin,1,false
ArCHO,1,false
3-O-alpha-D-mannopyranosyl-alpha-D-mannopyranose,1,false
3-O--alpha-D mannopyranose,1,false
adipate,1,false
UDP-alpha-D-galactopyranose,1,false
UDP-alpha-D-galactofuranose,1,false
a -alpha-D-glucooligosaccharide,1,false
an oligosaccharide containing 6-methyl-D-glucose units,1,false
"1,6-anhydro-N-acetyl-beta-muramate",1,false
N-acetylmuramate 6-phosphate,1,false
neoabietadiene,1,false
biliverdin-IX-delta,1,false
biliverdin-IX-beta,1,false
D-glucopyranosyl abscisate,1,false
reduced electron-transferring flavoprotein,1,false
electron-transferring flavoprotein,1,false
"2,4-dichlorobenzoyl-CoA",1,false
maltose 6'-phosphate,1,false
4-hydroxymuconic semialdehyde,1,false
12-dehydrotetracycline,1,false
desacetylmycothiol,1,false
"2',3,4,4',6'-pentahydroxychalcone",1,false
D-glycero-D-manno-heptose 7-phosphate,1,false
7 malonyl-CoA,1,false
hexanoyl-[acyl-carrier protein],1,false
